lookup_id,treatment_assigned,treatment_received,open,open_time,ZIP,Member,Total   Number of GIfts,Total Gifts Amount,Largest Gift Amount,Largest Gift Date,First Gift Amount,First Gift Date,Latest Gift Amount,Lastest Gift Date,Total Pledges,Predicted Affinity for Children's Causes,Predicted Affinity for Educational Causes,Predicted Affinity for Science,Predicted Affinity for Arts & Culture,Predicted Level of Technology Adoption
8-10029358,3,3,1,2020-10-20T20:31:07Z,,,,,,,,,,,,,,,,
8-10029547,4,4,1,2020-10-21T16:24:29Z,,,,,,,,,,,,,,,,
8-10029551,4,4,0,,,,,,,,,,,,,,,,,
8-10029566,3,3,0,,20105-5681,8-10002757,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10029573,4,4,0,,20169-5404,8-10002758,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10029574,1,1,0,,20169-5404,8-10002758,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10029580,2,2,1,2020-10-20T20:20:25Z,,,,,,,,,,,,,,,,
8-10029589,3,3,0,,,,,,,,,,,,,,,,,
8-10029600,3,3,0,,20155-1761,8-10002760,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029657,3,3,0,,20191-1872,8-10002772,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029659,1,1,1,2020-10-20T23:35:21Z,20191-1737,8-10002771,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029684,4,4,1,2020-10-20T21:45:50Z,20191-1227,8-10002778,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029746,3,3,0,,20151-2418,8-10003537,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10029787,3,3,0,,,,,,,,,,,,,,,,,
8-10029829,1,1,0,,44632-8895,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,90,0
8-10029988,3,3,0,,22153-3503,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030022,2,2,0,,,,,,,,,,,,,,,,,
8-10030038,1,1,0,,22033-3538,8-10002817,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,50,0
8-10030061,1,1,0,,22033-6032,8-10002818,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10030071,1,1,0,,20170-2826,8-10002820,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030075,2,2,1,2020-10-20T20:25:49Z,,,,,,,,,,,,,,,,
8-10030097,2,2,1,2020-10-20T20:16:14Z,22152-2701,8-10002822,0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,50,0
8-10030100,4,4,0,,22032-3028,8-10002891,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030136,2,2,0,,22554-5658,8-10002824,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030140,3,3,0,,,,,,,,,,,,,,,,,
8-10030142,3,3,0,,,,,,,,,,,,,,,,,
8-10030154,2,2,0,,,,,,,,,,,,,,,,,
8-10030175,2,2,0,,22033-4618,8-10002826,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10030190,3,3,0,,20151-1316,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10030287,1,1,1,2020-10-20T20:34:03Z,,,,,,,,,,,,,,,,
8-10030336,2,2,0,,22180-6304,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10030343,3,3,0,,22044-1103,8-10002831,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10030367,3,3,0,,22207-3211,8-10002833,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030384,4,4,0,,,,,,,,,,,,,,,,,
8-10030396,4,4,0,,22310-2155,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10030424,1,1,0,,20165-2458,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10030435,4,4,1,2020-10-20T21:04:26Z,20151-3345,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030464,2,2,1,2020-10-20T21:05:18Z,22042-4309,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10030469,3,3,0,,,,,,,,,,,,,,,,,
8-10030470,2,2,1,2020-10-20T21:18:05Z,22124-2241,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030555,4,4,0,,22309-4217,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10030587,2,2,0,,20171-4020,8-10002844,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030588,3,3,0,,20171-4020,8-10002844,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030605,4,4,1,2020-10-21T01:59:51Z,20111-2806,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030634,4,4,0,,,,,,,,,,,,,,,,,
8-10030662,3,3,0,,,,,,,,,,,,,,,,,
8-10030673,2,2,1,2020-10-22T00:55:42Z,22150-1639,8-10002849,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030686,1,1,0,,20187-2546,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,Apprentice
8-10030715,1,1,0,,20124-1039,8-10002851,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030750,1,1,0,,20176-8226,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10030780,1,1,0,,22033-6039,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10030803,2,2,1,2020-10-21T02:22:13Z,,,,,,,,,,,,,,,,
8-10030820,3,3,0,,,,,,,,,,,,,,,,,
8-10030849,2,2,1,2020-10-21T01:41:26Z,60044-1407,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030919,1,1,0,,,,,,,,,,,,,,,,,
8-10030992,1,1,0,,,,,,,,,,,,,,,,,
8-10031059,1,1,0,,,,,,,,,,,,,,,,,
8-10031066,3,3,0,,22030,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Wizard
8-10031108,2,2,0,,20120-2963,8-10002860,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031141,1,1,0,,,,,,,,,,,,,,,,,
8-10031161,4,4,0,,,,,,,,,,,,,,,,,
8-10031163,1,1,0,,,,,,,,,,,,,,,,,
8-10031172,1,1,0,,20186-4313,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10031194,3,3,0,,20002-3719,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10031266,2,2,1,2020-10-20T20:15:27Z,22124-2803,8-10002868,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031354,4,4,0,,,,,,,,,,,,,,,,,
8-10031375,4,4,0,,20120-1506,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031439,4,4,1,2020-10-20T21:21:49Z,20147-4096,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10031456,2,2,0,,,,,,,,,,,,,,,,,
8-10031462,3,3,1,2020-10-21T03:02:24Z,,,,,,,,,,,,,,,,
8-10031467,1,1,0,,,,,,,,,,,,,,,,,
8-10031475,4,4,0,,20147-4862,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031485,2,2,0,,20603-7293,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031487,1,1,0,,,,,,,,,,,,,,,,,
8-10031516,2,2,0,,22182-2102,8-10002875,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10031523,3,3,1,2020-10-20T20:52:03Z,22042-4203,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031533,2,2,1,2020-10-20T21:00:25Z,22015-3854,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031537,2,2,0,,,,,,,,,,,,,,,,,
8-10031574,2,2,1,2020-10-20T21:43:58Z,20111-2882,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031623,3,3,0,,22310-1636,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10031626,1,1,0,,20191-2105,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10031637,4,4,0,,,,,,,,,,,,,,,,,
8-10031660,4,4,0,,,,,,,,,,,,,,,,,
8-10031709,2,2,0,,22015-2524,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031711,3,3,1,2020-10-20T20:32:05Z,22030-4422,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031718,1,1,0,,22025-1349,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10031720,3,3,0,,20194-1226,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031721,2,2,0,,20902-4450,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031737,4,4,0,,22311-4717,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031746,4,4,0,,22066-2828,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10031759,3,3,0,,22304-3033,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031762,4,4,0,,20171,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031769,3,3,0,,20121-4626,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10031772,4,4,1,2020-10-20T20:51:41Z,22032-3017,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031774,1,1,1,2020-10-20T19:53:55Z,22203-4102,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031777,1,1,0,,20165-7266,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031778,3,3,0,,22124-1248,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10031801,4,4,0,,20152-6106,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10031803,2,2,0,,20171-1911,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031816,3,3,0,,22003-3165,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031818,1,1,0,,22033-1508,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031823,2,2,1,2020-10-20T21:07:23Z,22030-8153,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,35,0
8-10031839,4,4,0,,60025-4624,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031842,4,4,1,2020-10-20T21:16:20Z,22101-1501,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031854,1,1,0,,22201-4486,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031860,4,4,0,,20166-9252,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10031862,2,2,0,,20165-6520,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031882,1,1,0,,20175-6723,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031887,1,1,0,,20171-4119,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031901,2,2,0,,20111-7016,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031907,1,1,1,2020-10-21T00:31:28Z,20151-2429,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031908,1,1,1,2020-10-20T20:39:45Z,22003-5760,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10031911,3,3,0,,22182-2907,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10031914,4,4,0,,22030-5714,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10031932,1,1,0,,22206-1218,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031935,4,4,0,,22192-4416,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031938,2,2,0,,20171-2203,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10031950,2,2,0,,22015-4212,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10031969,3,3,0,,20147-5820,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10031998,3,3,0,,22066-1534,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10032001,4,4,0,,20147-2823,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032004,4,4,1,2020-10-20T22:54:37Z,22015-4268,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032009,4,4,0,,22180-3563,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10032010,3,3,1,2020-10-21T11:21:26Z,22554-8804,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032012,4,4,0,,84096-2266,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032013,2,2,0,,22193-3861,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10032026,4,4,0,,08540-5623,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10032039,2,2,0,,22202-4722,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032040,2,2,0,,22181-5325,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032042,4,4,0,,22151-3704,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032046,2,2,0,,20165-6438,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,50,0
8-10032051,3,3,0,,20111-3221,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032053,1,1,0,,20191-3848,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10032060,2,2,0,,22033-1753,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032067,3,3,0,,60540-5113,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,50,0
8-10032071,2,2,0,,20171-6171,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032083,4,4,0,,22201,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,50,0
8-10032113,4,4,0,,22556-3640,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10032115,2,2,0,,20148-4335,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032125,2,2,1,2020-10-23T21:29:46Z,20120-2618,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032141,3,3,0,,22181-5347,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,Apprentice
8-10032146,1,1,0,,20181-3653,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10032151,2,2,1,2020-10-20T22:30:51Z,21703-7041,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032157,3,3,0,,22207-4224,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032158,2,2,0,,22124-1924,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10032161,4,4,0,,20190-3669,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032178,4,4,0,,22181-5423,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10032179,2,2,0,,20120-3095,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10032180,4,4,0,,20052,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032189,1,1,1,2020-10-20T20:02:14Z,20110-6061,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032197,4,4,0,,22043-2831,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032212,4,4,0,,20194-1259,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10032213,2,2,0,,20165-4782,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10032220,3,3,0,,22033,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10032226,3,3,1,2020-10-20T20:42:50Z,22046-1814,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032232,3,3,0,,20147-6963,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032233,2,2,0,,20120-3723,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,42,Apprentice
8-10032237,2,2,0,,22150-3237,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032240,3,3,0,,22124-1251,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10032241,2,2,0,,22033-2141,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032246,3,3,0,,20148-1763,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10032248,3,3,1,2020-10-20T20:49:04Z,22124-1114,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10032249,1,1,0,,22031-6020,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10032258,4,4,0,,20171-4900,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032270,1,1,0,,22172-1708,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032278,2,2,0,,20147-4619,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,90,0,35,0
8-10032288,3,3,0,,22209-2249,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032289,1,1,0,,22182-2101,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10032306,4,4,0,,20152-3424,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032308,1,1,1,2020-10-21T02:26:01Z,22102-1507,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10032312,1,1,0,,20171-4694,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032313,4,4,0,,20166-2151,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10032321,1,1,0,,20121-2662,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032338,3,3,0,,22066-1010,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10032344,4,4,0,,20151-4117,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032361,3,3,0,,22102-2904,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032365,2,2,0,,20148-3616,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032369,4,4,1,2020-10-20T21:42:12Z,20112,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10032374,1,1,0,,20120-6434,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10032378,4,4,0,,20120-3944,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032393,3,3,0,,22030-2872,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032403,2,2,0,,22033-5576,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10032418,4,4,0,,22015-3416,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032445,2,2,0,,,,,,,,,,,,,,,,,
8-10032501,3,3,0,,22025-1420,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,Apprentice
8-10032507,1,1,0,,22181-3136,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032515,4,4,1,2020-10-20T20:49:04Z,22203-1939,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10032542,2,2,0,,,,,,,,,,,,,,,,,
8-10032554,4,4,0,,22032-3028,8-10002891,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10032568,2,2,0,,20164-1118,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032573,4,4,1,2020-10-20T21:57:03Z,20175-8603,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10032601,1,1,0,,20191-2608,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10032657,1,1,0,,75407-2890,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10032679,3,3,0,,11795-4828,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,90,42,0
8-10032749,4,4,0,,22031-6201,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032769,4,4,1,2020-10-20T21:42:52Z,22182-5042,8-10002900,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10032836,4,4,0,,20120-3712,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032837,4,4,0,,22030-8569,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032838,4,4,0,,22153-2141,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,Apprentice
8-10032876,2,2,0,,,,,,,,,,,,,,,,,
8-10032909,3,3,0,,,,,,,,,,,,,,,,,
8-10032928,3,3,0,,,,,,,,,,,,,,,,,
8-10032984,2,2,1,2020-10-21T02:24:11Z,,,,,,,,,,,,,,,,
8-10033046,2,2,1,2020-10-20T20:51:33Z,22039-2970,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10033075,3,3,0,,,,,,,,,,,,,,,,,
8-10033084,1,1,0,,22181-6133,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10033096,2,2,0,,20109-6432,8-10002912,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10033122,2,2,0,,22030-4919,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033159,1,1,1,2020-10-20T21:11:45Z,,,,,,,,,,,,,,,,
8-10033181,4,4,0,,22066-3215,8-10002919,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10033246,4,4,0,,22030-8552,8-10002923,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033249,3,3,0,,,,,,,,,,,,,,,,,
8-10033259,3,3,1,2020-10-20T21:14:27Z,22180,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Novice
8-10033270,3,3,1,2020-10-20T21:32:23Z,22102-1452,8-10002925,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10033302,1,1,0,,20120-3331,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033338,3,3,0,,20105-5804,8-10002930,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033402,4,4,0,,20002-1042,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033411,3,3,0,,20170-3815,8-10002934,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033494,2,2,0,,,,,,,,,,,,,,,,,
8-10033569,3,3,0,,22304-7704,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033590,1,1,0,,22032-1927,8-10003390,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10033632,2,2,1,2020-10-20T20:34:51Z,20148-3674,8-10002947,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033641,1,1,1,2020-10-20T21:04:54Z,20169-2809,8-10002948,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10033706,3,3,0,,,,,,,,,,,,,,,,,
8-10033797,2,2,0,,20165-3524,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033805,2,2,1,2020-10-20T20:53:38Z,22191-4832,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10033892,2,2,1,2020-10-20T23:48:26Z,,,,,,,,,,,,,,,,
8-10033916,3,3,0,,,,,,,,,,,,,,,,,
8-10033917,4,4,0,,,,,,,,,,,,,,,,,
8-10033959,1,1,0,,22033-2733,8-10002956,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033962,2,2,1,2020-10-20T21:46:10Z,03833-4724,8-10002957,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10034003,1,1,0,,,,,,,,,,,,,,,,,
8-10034009,1,1,0,,,,,,,,,,,,,,,,,
8-10034062,3,3,0,,20152-6644,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034069,1,1,0,,20147-3535,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034071,4,4,1,2020-10-20T21:18:33Z,22046-2706,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Wizard
8-10034172,3,3,0,,22030-7344,8-10002967,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034206,1,1,0,,,,,,,,,,,,,,,,,
8-10034283,4,4,0,,20124-2366,8-10002972,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034359,3,3,0,,25425-5558,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10034363,1,1,0,,20136-3124,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034367,1,1,0,,,,,,,,,,,,,,,,,
8-10034377,3,3,0,,22207-2332,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034393,1,1,1,2020-10-21T17:14:08Z,,,,,,,,,,,,,,,,
